ID;Authors;Article Title;DOI;DOI Link;Supply/demand CES;CES services type original;Initial variables;Final Variables;Most contributing variable;Models used;Best Model;Presence/Abundance model;Original pixel size;Pixel size resampled;Temporality;Social media source data;Type of social media data;Spatial cover;Protect area;Country;Area name;Ecosystem type 1;Ecosystem type 2;Ecosystem type 3;Evaluate changes over time;Excluir;Metrics;Revisor;Order;Variables Standardized;Type;Variables Originales;Level3;Level2;Level1;CES;IPBES
68;"Richards, DR; Friess, DA";A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;https://doi.org/10.1016/j.ecolind.2015.01.034;Demand;Social recreation;main habitat type within 30 m;main habitat type within 30 m;;MaxEnt;MaxEnt;Presence;4;4;2011-2024;Flickr;Geolocated photos;Local;yes;Singapore;Berlayer Creek, Chek Jawa, Sungei Buloh Wetland Reserve (SBWR) y Mandai;Mangroves;Coastal systems (incl wetlands);;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Carlos;1224;habitat types;Original variable;main habitat type within 30 m;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Recreation;Physical and psychological experiences
68;"Richards, DR; Friess, DA";A rapid indicator of cultural ecosystem service usage at a fine spatial scale: Content analysis of social media photographs;10.1016/j.ecolind.2015.01.034;https://doi.org/10.1016/j.ecolind.2015.01.034;Demand;Social recreation;distance from focal point;distance from focal point;;MaxEnt;MaxEnt;Presence;4;4;2011-2025;Flickr;Geolocated photos;Local;yes;Singapore;Berlayer Creek, Chek Jawa, Sungei Buloh Wetland Reserve (SBWR) y Mandai;Mangroves;Coastal systems (incl wetlands);;no;no;AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Carlos;1225;focal point;Distance;distance from focal point;Recreational or tourism infrastructures;Recreational Opportunities;Anthropic elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;access scaled;access scaled;access scaled;Simple Linear Regression;Simple Linear Regression;Abundance;5;5000;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;434;access scaled;Index;access scaled;Roads and Paths;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of agriculture;percent coverage of agriculture;percent coverage of agriculture;Simple Linear Regression;Simple Linear Regression;Abundance;30;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;435;agriculture;Percentage;percent coverage of agriculture;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of beach;percent coverage of beach;percent coverage of beach;Simple Linear Regression;Simple Linear Regression;Abundance;30;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;436;beaches;Percentage;percent coverage of beach;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of bird areas;percent coverage of bird areas;;Simple Linear Regression;Simple Linear Regression;Abundance;5;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;437;bird;Percentage;percent coverage of bird areas;Fauna;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;count of blue holes;count of blue holes;count of blue holes;Simple Linear Regression;Simple Linear Regression;Abundance;5;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;438;blue holes;Count;count of blue holes;Cultural and Recreational Zones;Cultural and Historical Heritage;Anthropic elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of bonefish habitat;percent coverage of bonefish habitat;percent coverage of bonefish habitat;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;439;bonefish habitat;Percentage;percent coverage of bonefish habitat;Fauna;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of coppice;percent coverage of coppice;;Simple Linear Regression;Simple Linear Regression;Abundance;30;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;440;coppice;Percentage;percent coverage of coppice;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;coral reef proximate to dive lodge;coral reef proximate to dive lodge;coral reef proximate to dive lodge;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;441;coral reef proximate to dive lodge;Distance;coral reef proximate to dive lodge;Fauna;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of development surface;percent coverage of development surface;percent coverage of development surface;Simple Linear Regression;Simple Linear Regression;Abundance;5000;5000;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;442;development;Percentage;percent coverage of development surface;Buildings;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;distance to dive lodge;distance to dive lodge;distance to dive lodge;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;443;dive lodge;Distance;distance to dive lodge;Cultural and Recreational Zones;Cultural and Historical Heritage;Anthropic elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;presence of dredge ports;presence of dredge ports;presence of dredge ports;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;444;dredge ports;Presence;presence of dredge ports;Maritime and Air Transport Infrastructure;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of pine;percent coverage of pine;percent coverage of pine;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;445;pine;Percentage;percent coverage of pine;Flora;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of protected areas;percent coverage of protected areas;;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;446;protected area;Percentage;percent coverage of protected areas;Protected Areas;Protected Areas;Land management;Recreation;Physical and psychological experiences
2;"Arkema, KK; Fisher, DM; Wyatt, K; Wood, SA; Payne, HJ";Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;http://dx.doi.org/10.3390/su13052427;Undefined;recreation and tourism;percent coverage of seagrass;percent coverage of seagrass;;Simple Linear Regression;Simple Linear Regression;Abundance;;;2005-2014;Flickr;Geolocated photos;National;yes;Bahamas;Bahamas ;Coastal systems (incl wetlands);Sand dunes, beaches, rocky shores;Barrier reefs;yes;no;R² (Coefficient of Determination);Carlos;447;seagrass;Percentage;percent coverage of seagrass;Flora;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;experiential CES;distance to Accommodation;distance to Accommodation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;291;accommodation;Distance;distance to Accommodation;Accommodation;Infrastructure;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora";Physical and psychological experiences
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;experiential CES;elevation;elevation;for physical, intellectual and inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;287;elevation;Original variable;elevation;Topographical Variables;Natural Environment;Natural elements;"Enjoy the landscape;Enjoy the fauna and flora";Physical and psychological experiences
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;experiential CES;ctrip feel evaluation;ctrip feel evaluation;for intellectual cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;283;feel evaluation;Other;ctrip feel evaluation;Human perceptions;Human perceptions;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora";Physical and psychological experiences
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;experiential CES;distance to railway;distance to railway;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;288;railway;Distance;distance to railway;Roads and Paths;Accessibility;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora";Physical and psychological experiences
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;experiential CES;distance to restaurant;distance to restaurant;for inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;290;restaurants;Distance;distance to restaurant;Accommodation;Infrastructure;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora";Physical and psychological experiences
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;experiential CES;distance to highroad;distance to highroad;for physical and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;289;roads;Distance;distance to highroad;Roads and Paths;Accessibility;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora";Physical and psychological experiences
